indic_ur,city,year,enterprises,country
EC2021V,BE002C,1991,31483,BE
EC2021V,BE003C,1991,14514,BE
EC2021V,BE004C,1991,11383,BE
EC2021V,BE005C,1991,12332,BE
EC2021V,BE006C,1991,7583,BE
EC2021V,CY,1991,31753,CY
EC2021V,CY001C,1991,9444,CY
EC2021V,DE001C,1991,85100,DE
EC2021V,DE002C,1991,49900,DE
EC2021V,DE003C,1991,43200,DE
EC2021V,DE004C,1991,27700,DE
EC2021V,DE005C,1991,22600,DE
EC2021V,DE006C,1991,14400,DE
EC2021V,DE008C,1991,14700,DE
EC2021V,DE009C,1991,12300,DE
EC2021V,DE010C,1991,12600,DE
EC2021V,DE011C,1991,21900,DE
EC2021V,DE012C,1991,14400,DE
EC2021V,DE013C,1991,13000,DE
EC2021V,DE014C,1991,14800,DE
EC2021V,DE015C,1991,7900,DE
EC2021V,DE016C,1991,8400,DE
EC2021V,DE017C,1991,5700,DE
EC2021V,DE018C,1991,6300,DE
EC2021V,DE019C,1991,8100,DE
EC2021V,DE020C,1991,4200,DE
EC2021V,DE021C,1991,4200,DE
EC2021V,DE022C,1991,2300,DE
EC2021V,DE023C,1991,4300,DE
EC2021V,DE024C,1991,3200,DE
EC2021V,DE025C,1991,6100,DE
EC2021V,DE026C,1991,4500,DE
EC2021V,DE027C,1991,1900,DE
EC2021V,DE028C,1991,1700,DE
EC2021V,DE029C,1991,3100,DE
EC2021V,DE030C,1991,6000,DE
EC2021V,DE031C,1991,7300,DE
EC2021V,DE032C,1991,9800,DE
EC2021V,DE033C,1991,8300,DE
EC2021V,DE034C,1991,7200,DE
EC2021V,DE035C,1991,5100,DE
EC2021V,DE124C,1991,9400,DE
EC2021V,FI001C,1991,28327,FI
EC2021V,FI002C,1991,9043,FI
EC2021V,FI003C,1991,7711,FI
EC2021V,FI004C,1991,4408,FI
EC2021V,HU001C,1991,178448,HU
EC2021V,IT001C,1991,111463,IT
EC2021V,IT004C,1991,56389,IT
EC2021V,IT005C,1991,24030,IT
EC2021V,IT006C,1991,35534,IT
EC2021V,IT007C,1991,30020,IT
EC2021V,IT008C,1991,15558,IT
EC2021V,IT009C,1991,32570,IT
EC2021V,IT010C,1991,15112,IT
EC2021V,IT011C,1991,13594,IT
EC2021V,IT012C,1991,14446,IT
EC2021V,IT013C,1991,4282,IT
EC2021V,IT014C,1991,5853,IT
EC2021V,IT015C,1991,12135,IT
EC2021V,IT016C,1991,9093,IT
EC2021V,IT017C,1991,5630,IT
EC2021V,IT018C,1991,7817,IT
EC2021V,IT019C,1991,2876,IT
EC2021V,IT020C,1991,2926,IT
EC2021V,IT021C,1991,7408,IT
EC2021V,IT022C,1991,3253,IT
EC2021V,IT023C,1991,3941,IT
EC2021V,IT024C,1991,5909,IT
EC2021V,IT025C,1991,5781,IT
EC2021V,IT026C,1991,11324,IT
EC2021V,LT,1991,46949,LT
EC2021V,LT001C,1991,11893,LT
EC2021V,LT002C,1991,7134,LT
EC2021V,LT003C,1991,2381,LT
EC2021V,LU001C,1991,197500,LU
EC2021V,MT001C,1991,11405,MT
EC2021V,PL001C,1991,41170,PL
EC2021V,PL003C,1991,54840,PL
EC2021V,PL004C,1991,36022,PL
EC2021V,PL005C,1991,15987,PL
EC2021V,PL007C,1991,10152,PL
EC2021V,PL009C,1991,7292,PL
EC2021V,PL010C,1991,19134,PL
EC2021V,PL012C,1991,3078,PL
EC2021V,PL014C,1991,3442,PL
EC2021V,PL015C,1991,2890,PL
EC2021V,PL016C,1991,1397,PL
EC2021V,PL019C,1991,2139,PL
EC2021V,PL022C,1991,2248,PL
EC2021V,PL023C,1991,1072,PL
EC2021V,PT003C,1991,9344,PT
EC2021V,PT004C,1991,6130,PT
EC2021V,PT005C,1991,10832,PT
EC2021V,PT006C,1991,8890,PT
EC2021V,PT007C,1991,3758,PT
EC2021V,PT008C,1991,5999,PT
EC2021V,RO001C,1991,22742,RO
EC2021V,RO002C,1991,17732,RO
EC2021V,RO003C,1991,13004,RO
EC2021V,RO004C,1991,5880,RO
EC2021V,RO005C,1991,3115,RO
EC2021V,RO006C,1991,11556,RO
EC2021V,RO007C,1991,4318,RO
EC2021V,RO008C,1991,26012,RO
EC2021V,RO009C,1991,12164,RO
EC2021V,RO010C,1991,4930,RO
EC2021V,RO011C,1991,7747,RO
EC2021V,RO012C,1991,13322,RO
EC2021V,RO013C,1991,4761,RO
EC2021V,RO014C,1991,10365,RO
EC2021V,SE002C,1991,25926,SE
EC2021V,SE003C,1991,13250,SE
EC2021V,SE004C,1991,5576,SE
EC2021V,SE005C,1991,4436,SE
EC2021V,SI,1991,90277,SI
EC2021V,SI001C,1991,7371,SI
EC2021V,SI002C,1991,1640,SI
EC2021V,SK,1991,23985,SK
EC2021V,SK001C,1991,4010,SK
EC2021V,SK002C,1991,794,SK
EC2021V,UK002C,1991,22640,UK
EC2021V,UK003C,1991,17750,UK
EC2021V,UK004C,1991,12275,UK
EC2021V,UK005C,1991,11405,UK
EC2021V,UK006C,1991,8350,UK
EC2021V,UK007C,1991,9820,UK
EC2021V,UK008C,1991,11120,UK
EC2021V,UK009C,1991,6970,UK
EC2021V,UK010C,1991,10730,UK
EC2021V,UK011C,1991,10485,UK
EC2021V,UK013C,1991,5230,UK
EC2021V,UK014C,1991,7630,UK
EC2021V,UK015C,1991,5380,UK
EC2021V,UK016C,1991,3015,UK
EC2021V,UK017C,1991,2590,UK
EC2021V,UK018C,1991,1770,UK
EC2021V,UK020C,1991,1540,UK
EC2021V,UK021C,1991,2995,UK
EC2021V,UK022C,1991,3720,UK
EC2021V,UK023C,1991,2175,UK
EC2021V,AT,1992,0,AT
EC2021V,AT001C,1992,0,AT
EC2021V,AT002C,1992,0,AT
EC2021V,AT003C,1992,0,AT
EC2021V,AT004C,1992,0,AT
EC2021V,AT005C,1992,0,AT
EC2021V,BE,1992,0,BE
EC2021V,BE001C,1992,0,BE
EC2021V,BE002C,1992,0,BE
EC2021V,BE003C,1992,0,BE
EC2021V,BE004C,1992,0,BE
EC2021V,BE005C,1992,0,BE
EC2021V,BE006C,1992,0,BE
EC2021V,BE007C,1992,0,BE
EC2021V,BE008C,1992,0,BE
EC2021V,BE009C,1992,0,BE
EC2021V,BE010C,1992,0,BE
EC2021V,BE011C,1992,0,BE
EC2021V,BG,1992,0,BG
EC2021V,BG001C,1992,0,BG
EC2021V,BG002C,1992,0,BG
EC2021V,BG003C,1992,0,BG
EC2021V,BG004C,1992,0,BG
EC2021V,BG005C,1992,0,BG
EC2021V,BG006C,1992,0,BG
EC2021V,BG007C,1992,0,BG
EC2021V,BG008C,1992,0,BG
EC2021V,BG009C,1992,0,BG
EC2021V,BG010C,1992,0,BG
EC2021V,BG011C,1992,0,BG
EC2021V,BG012C,1992,0,BG
EC2021V,BG013C,1992,0,BG
EC2021V,BG014C,1992,0,BG
EC2021V,BG015C,1992,0,BG
EC2021V,BG016C,1992,0,BG
EC2021V,BG017C,1992,0,BG
EC2021V,BG018C,1992,0,BG
EC2021V,CH,1992,0,CH
EC2021V,CH001C,1992,0,CH
EC2021V,CH002C,1992,0,CH
EC2021V,CH003C,1992,0,CH
EC2021V,CH004C,1992,0,CH
EC2021V,CH005C,1992,0,CH
EC2021V,CH006C,1992,0,CH
EC2021V,CH007C,1992,0,CH
EC2021V,CH008C,1992,0,CH
EC2021V,CH009C,1992,0,CH
EC2021V,CY,1992,0,CY
EC2021V,CY001C,1992,0,CY
EC2021V,CZ,1992,0,CZ
EC2021V,CZ001C,1992,0,CZ
EC2021V,CZ002C,1992,0,CZ
EC2021V,CZ003C,1992,0,CZ
EC2021V,CZ004C,1992,0,CZ
EC2021V,CZ005C,1992,0,CZ
EC2021V,CZ006C,1992,0,CZ
EC2021V,CZ007C,1992,0,CZ
EC2021V,CZ008C,1992,0,CZ
EC2021V,CZ009C,1992,0,CZ
EC2021V,CZ010C,1992,0,CZ
EC2021V,CZ011C,1992,0,CZ
EC2021V,CZ012C,1992,0,CZ
EC2021V,CZ013C,1992,0,CZ
EC2021V,CZ014C,1992,0,CZ
EC2021V,CZ015C,1992,0,CZ
EC2021V,CZ016C,1992,0,CZ
EC2021V,CZ017C,1992,0,CZ
EC2021V,CZ018C,1992,0,CZ
EC2021V,DE,1992,0,DE
EC2021V,DE001C,1992,0,DE
EC2021V,DE002C,1992,0,DE
EC2021V,DE003C,1992,0,DE
EC2021V,DE004C,1992,0,DE
EC2021V,DE005C,1992,0,DE
EC2021V,DE006C,1992,0,DE
EC2021V,DE007C,1992,0,DE
EC2021V,DE008C,1992,0,DE
EC2021V,DE009C,1992,0,DE
EC2021V,DE010C,1992,0,DE
EC2021V,DE011C,1992,0,DE
EC2021V,DE012C,1992,0,DE
EC2021V,DE013C,1992,0,DE
EC2021V,DE014C,1992,0,DE
EC2021V,DE015C,1992,0,DE
EC2021V,DE016C,1992,0,DE
EC2021V,DE017C,1992,0,DE
EC2021V,DE018C,1992,0,DE
EC2021V,DE019C,1992,0,DE
EC2021V,DE020C,1992,0,DE
EC2021V,DE021C,1992,0,DE
EC2021V,DE022C,1992,0,DE
EC2021V,DE023C,1992,0,DE
EC2021V,DE024C,1992,0,DE
EC2021V,DE025C,1992,0,DE
EC2021V,DE026C,1992,0,DE
EC2021V,DE027C,1992,0,DE
EC2021V,DE028C,1992,0,DE
EC2021V,DE029C,1992,0,DE
EC2021V,DE030C,1992,0,DE
EC2021V,DE031C,1992,0,DE
EC2021V,DE032C,1992,0,DE
EC2021V,DE033C,1992,0,DE
EC2021V,DE034C,1992,0,DE
EC2021V,DE035C,1992,0,DE
EC2021V,DE036C,1992,0,DE
EC2021V,DE037C,1992,0,DE
EC2021V,DE038C,1992,0,DE
EC2021V,DE039C,1992,0,DE
EC2021V,DE040C,1992,0,DE
EC2021V,DE041C,1992,0,DE
EC2021V,DE045C,1992,0,DE
EC2021V,DE049C,1992,0,DE
EC2021V,DE052C,1992,0,DE
EC2021V,DE053C,1992,0,DE
EC2021V,DE056C,1992,0,DE
EC2021V,DE058C,1992,0,DE
EC2021V,DE059C,1992,0,DE
EC2021V,DE063C,1992,0,DE
EC2021V,DE064C,1992,0,DE
EC2021V,DE066C,1992,0,DE
EC2021V,DE067C,1992,0,DE
EC2021V,DE074C,1992,0,DE
EC2021V,DE077C,1992,0,DE
EC2021V,DE078C,1992,0,DE
EC2021V,DE079C,1992,0,DE
EC2021V,DE080C,1992,0,DE
EC2021V,DE081C,1992,0,DE
EC2021V,DE082C,1992,0,DE
EC2021V,DE083C,1992,0,DE
EC2021V,DE084C,1992,0,DE
EC2021V,DE085C,1992,0,DE
EC2021V,DE086C,1992,0,DE
EC2021V,DE087C,1992,0,DE
EC2021V,DE088C,1992,0,DE
EC2021V,DE089C,1992,0,DE
EC2021V,DE090C,1992,0,DE
EC2021V,DE091C,1992,0,DE
EC2021V,DE092C,1992,0,DE
EC2021V,DE093C,1992,0,DE
EC2021V,DE094C,1992,0,DE
EC2021V,DE095C,1992,0,DE
EC2021V,DE096C,1992,0,DE
EC2021V,DE097C,1992,0,DE
EC2021V,DE098C,1992,0,DE
EC2021V,DE099C,1992,0,DE
EC2021V,DE100C,1992,0,DE
EC2021V,DE101C,1992,0,DE
EC2021V,DE102C,1992,0,DE
EC2021V,DE103C,1992,0,DE
EC2021V,DE104C,1992,0,DE
EC2021V,DE105C,1992,0,DE
EC2021V,DE106C,1992,0,DE
EC2021V,DE107C,1992,0,DE
EC2021V,DE108C,1992,0,DE
EC2021V,DE109C,1992,0,DE
EC2021V,DE110C,1992,0,DE
EC2021V,DE111C,1992,0,DE
EC2021V,DE112C,1992,0,DE
EC2021V,DE113C,1992,0,DE
EC2021V,DE114C,1992,0,DE
EC2021V,DE115C,1992,0,DE
EC2021V,DE116C,1992,0,DE
EC2021V,DE117C,1992,0,DE
EC2021V,DE118C,1992,0,DE
EC2021V,DE119C,1992,0,DE
EC2021V,DE120C,1992,0,DE
EC2021V,DE121C,1992,0,DE
EC2021V,DE122C,1992,0,DE
EC2021V,DE123C,1992,0,DE
EC2021V,DE124C,1992,0,DE
EC2021V,DE125C,1992,0,DE
EC2021V,DK,1992,0,DK
EC2021V,DK002C,1992,13496,DK
EC2021V,DK003C,1992,7567,DK
EC2021V,DK004C,1992,7624,DK
EC2021V,EE,1992,0,EE
EC2021V,EE001C,1992,0,EE
EC2021V,EE002C,1992,0,EE
EC2021V,EE003C,1992,0,EE
EC2021V,EL,1992,0,EL
EC2021V,EL001C,1992,0,EL
EC2021V,EL002C,1992,0,EL
EC2021V,EL003C,1992,0,EL
EC2021V,EL004C,1992,0,EL
EC2021V,EL005C,1992,0,EL
EC2021V,EL006C,1992,0,EL
EC2021V,EL007C,1992,0,EL
EC2021V,EL008C,1992,0,EL
EC2021V,EL009C,1992,0,EL
EC2021V,ES,1992,0,ES
EC2021V,FI,1992,0,FI
EC2021V,FI001C,1992,0,FI
EC2021V,FI002C,1992,0,FI
EC2021V,FI003C,1992,0,FI
EC2021V,FI004C,1992,0,FI
EC2021V,FI005C,1992,0,FI
EC2021V,FI006C,1992,0,FI
EC2021V,FI007C,1992,0,FI
EC2021V,FI008C,1992,0,FI
EC2021V,FI009C,1992,0,FI
EC2021V,FR,1992,0,FR
EC2021V,FR001C,1992,0,FR
EC2021V,FR002C,1992,0,FR
EC2021V,FR003C,1992,0,FR
EC2021V,FR004C,1992,0,FR
EC2021V,FR005C,1992,0,FR
EC2021V,FR006C,1992,0,FR
EC2021V,FR007C,1992,0,FR
EC2021V,FR008C,1992,0,FR
EC2021V,FR009C,1992,0,FR
EC2021V,FR010C,1992,0,FR
EC2021V,FR011C,1992,0,FR
EC2021V,FR012C,1992,0,FR
EC2021V,FR013C,1992,0,FR
EC2021V,FR014C,1992,0,FR
EC2021V,FR015C,1992,0,FR
EC2021V,FR016C,1992,0,FR
EC2021V,FR017C,1992,0,FR
EC2021V,FR018C,1992,0,FR
EC2021V,FR019C,1992,0,FR
EC2021V,FR020C,1992,0,FR
EC2021V,FR021C,1992,0,FR
EC2021V,FR022C,1992,0,FR
EC2021V,FR023C,1992,0,FR
EC2021V,FR024C,1992,0,FR
EC2021V,FR025C,1992,0,FR
EC2021V,FR026C,1992,0,FR
EC2021V,FR027C,1992,0,FR
EC2021V,FR028C,1992,0,FR
EC2021V,FR029C,1992,0,FR
EC2021V,FR030C,1992,0,FR
EC2021V,FR031C,1992,0,FR
EC2021V,FR032C,1992,0,FR
EC2021V,FR033C,1992,0,FR
EC2021V,FR034C,1992,0,FR
EC2021V,FR035C,1992,0,FR
EC2021V,FR036C,1992,0,FR
EC2021V,FR037C,1992,0,FR
EC2021V,FR038C,1992,0,FR
EC2021V,FR039C,1992,0,FR
EC2021V,FR040C,1992,0,FR
EC2021V,FR041C,1992,0,FR
EC2021V,FR042C,1992,0,FR
EC2021V,FR043C,1992,0,FR
EC2021V,FR044C,1992,0,FR
EC2021V,FR045C,1992,0,FR
EC2021V,FR046C,1992,0,FR
EC2021V,FR047C,1992,0,FR
EC2021V,FR048C,1992,0,FR
EC2021V,FR049C,1992,0,FR
EC2021V,FR050C,1992,0,FR
EC2021V,FR051C,1992,0,FR
EC2021V,FR052C,1992,0,FR
EC2021V,FR053C,1992,0,FR
EC2021V,FR054C,1992,0,FR
EC2021V,FR055C,1992,0,FR
EC2021V,FR056C,1992,0,FR
EC2021V,FR057C,1992,0,FR
EC2021V,FR058C,1992,0,FR
EC2021V,FR059C,1992,0,FR
EC2021V,FR060C,1992,0,FR
EC2021V,FR061C,1992,0,FR
EC2021V,FR062C,1992,0,FR
EC2021V,FR063C,1992,0,FR
EC2021V,FR064C,1992,0,FR
EC2021V,FR065C,1992,0,FR
EC2021V,FR066C,1992,0,FR
EC2021V,FR067C,1992,0,FR
EC2021V,FR068C,1992,0,FR
EC2021V,FR069C,1992,0,FR
EC2021V,FR070C,1992,0,FR
EC2021V,FR071C,1992,0,FR
EC2021V,FR072C,1992,0,FR
EC2021V,FR073C,1992,0,FR
EC2021V,FR074C,1992,0,FR
EC2021V,FR075C,1992,0,FR
EC2021V,FR076C,1992,0,FR
EC2021V,FR077C,1992,0,FR
EC2021V,HR001C,1992,0,HR
EC2021V,HR002C,1992,0,HR
EC2021V,HR003C,1992,0,HR
EC2021V,HR004C,1992,0,HR
EC2021V,HR005C,1992,0,HR
EC2021V,HR006C,1992,0,HR
EC2021V,HR007C,1992,0,HR
EC2021V,HU,1992,0,HU
EC2021V,HU001C,1992,0,HU
EC2021V,HU002C,1992,0,HU
EC2021V,HU003C,1992,0,HU
EC2021V,HU004C,1992,0,HU
EC2021V,HU005C,1992,0,HU
EC2021V,HU006C,1992,0,HU
EC2021V,HU007C,1992,0,HU
EC2021V,HU008C,1992,0,HU
EC2021V,HU009C,1992,0,HU
EC2021V,HU010C,1992,0,HU
EC2021V,HU011C,1992,0,HU
EC2021V,HU012C,1992,0,HU
EC2021V,HU013C,1992,0,HU
EC2021V,HU014C,1992,0,HU
EC2021V,HU015C,1992,0,HU
EC2021V,HU016C,1992,0,HU
EC2021V,HU017C,1992,0,HU
EC2021V,HU018C,1992,0,HU
EC2021V,HU019C,1992,0,HU
EC2021V,IT,1992,0,IT
EC2021V,IT001C,1992,0,IT
EC2021V,IT002C,1992,0,IT
EC2021V,IT003C,1992,0,IT
EC2021V,IT004C,1992,0,IT
EC2021V,IT005C,1992,0,IT
EC2021V,IT006C,1992,0,IT
EC2021V,IT007C,1992,0,IT
EC2021V,IT008C,1992,0,IT
EC2021V,IT009C,1992,0,IT
EC2021V,IT010C,1992,0,IT
EC2021V,IT011C,1992,0,IT
EC2021V,IT012C,1992,0,IT
EC2021V,IT013C,1992,0,IT
EC2021V,IT014C,1992,0,IT
EC2021V,IT015C,1992,0,IT
EC2021V,IT016C,1992,0,IT
EC2021V,IT017C,1992,0,IT
EC2021V,IT018C,1992,0,IT
EC2021V,IT019C,1992,0,IT
EC2021V,IT020C,1992,0,IT
EC2021V,IT021C,1992,0,IT
EC2021V,IT022C,1992,0,IT
EC2021V,IT023C,1992,0,IT
EC2021V,IT024C,1992,0,IT
EC2021V,IT025C,1992,0,IT
EC2021V,IT026C,1992,0,IT
EC2021V,IT027C,1992,0,IT
EC2021V,IT028C,1992,0,IT
EC2021V,IT029C,1992,0,IT
EC2021V,IT030C,1992,0,IT
EC2021V,IT031C,1992,0,IT
EC2021V,IT032C,1992,0,IT
EC2021V,IT033C,1992,0,IT
EC2021V,IT034C,1992,0,IT
EC2021V,IT035C,1992,0,IT
EC2021V,IT036C,1992,0,IT
EC2021V,IT037C,1992,0,IT
EC2021V,IT038C,1992,0,IT
EC2021V,IT039C,1992,0,IT
EC2021V,IT040C,1992,0,IT
EC2021V,IT041C,1992,0,IT
EC2021V,IT042C,1992,0,IT
EC2021V,IT043C,1992,0,IT
EC2021V,IT044C,1992,0,IT
EC2021V,IT045C,1992,0,IT
EC2021V,IT046C,1992,0,IT
EC2021V,IT047C,1992,0,IT
EC2021V,IT048C,1992,0,IT
EC2021V,IT049C,1992,0,IT
EC2021V,IT050C,1992,0,IT
EC2021V,IT051C,1992,0,IT
EC2021V,IT052C,1992,0,IT
EC2021V,IT053C,1992,0,IT
EC2021V,IT054C,1992,0,IT
EC2021V,IT055C,1992,0,IT
EC2021V,IT056C,1992,0,IT
EC2021V,IT057C,1992,0,IT
EC2021V,IT058C,1992,0,IT
EC2021V,IT059C,1992,0,IT
EC2021V,IT060C,1992,0,IT
EC2021V,IT061C,1992,0,IT
EC2021V,IT062C,1992,0,IT
EC2021V,IT063C,1992,0,IT
EC2021V,IT064C,1992,0,IT
EC2021V,IT065C,1992,0,IT
EC2021V,IT066C,1992,0,IT
EC2021V,IT067C,1992,0,IT
EC2021V,IT068C,1992,0,IT
EC2021V,IT069C,1992,0,IT
EC2021V,IT070C,1992,0,IT
EC2021V,IT071C,1992,0,IT
EC2021V,IT072C,1992,0,IT
EC2021V,IT073C,1992,0,IT
EC2021V,IT074C,1992,0,IT
EC2021V,IT075C,1992,0,IT
EC2021V,IT076C,1992,0,IT
EC2021V,IT077C,1992,0,IT
EC2021V,IT078C,1992,0,IT
EC2021V,IT079C,1992,0,IT
EC2021V,IT080C,1992,0,IT
EC2021V,IT081C,1992,0,IT
EC2021V,IT082C,1992,0,IT
EC2021V,IT083C,1992,0,IT
EC2021V,IT084C,1992,0,IT
EC2021V,IT085C,1992,0,IT
EC2021V,IT086C,1992,0,IT
EC2021V,IT087C,1992,0,IT
EC2021V,LT,1992,72326,LT
EC2021V,LT001C,1992,0,LT
EC2021V,LT002C,1992,0,LT
EC2021V,LT003C,1992,0,LT
EC2021V,LT004C,1992,0,LT
EC2021V,LT005C,1992,0,LT
EC2021V,LT006C,1992,0,LT
EC2021V,LU,1992,0,LU
EC2021V,LU001C,1992,0,LU
EC2021V,LV,1992,0,LV
EC2021V,LV001C,1992,0,LV
EC2021V,LV002C,1992,0,LV
EC2021V,LV003C,1992,0,LV
EC2021V,LV004C,1992,0,LV
EC2021V,MT,1992,0,MT
EC2021V,MT001C,1992,0,MT
EC2021V,NL,1992,0,NL
EC2021V,NL001C,1992,0,NL
EC2021V,NL002C,1992,0,NL
EC2021V,NL003C,1992,0,NL
EC2021V,NL004C,1992,0,NL
EC2021V,NL005C,1992,0,NL
EC2021V,NL006C,1992,0,NL
EC2021V,NL007C,1992,0,NL
EC2021V,NL008C,1992,0,NL
EC2021V,NL010C,1992,0,NL
EC2021V,NL011C,1992,0,NL
EC2021V,NL012C,1992,0,NL
EC2021V,NL013C,1992,0,NL
EC2021V,NL014C,1992,0,NL
EC2021V,NL015C,1992,0,NL
EC2021V,NL016C,1992,0,NL
EC2021V,NL017C,1992,0,NL
EC2021V,NL018C,1992,0,NL
EC2021V,NL019C,1992,0,NL
EC2021V,NL020C,1992,0,NL
EC2021V,NL022C,1992,0,NL
EC2021V,NL023C,1992,0,NL
EC2021V,NL024C,1992,0,NL
EC2021V,NL025C,1992,0,NL
EC2021V,NL026C,1992,0,NL
EC2021V,NL027C,1992,0,NL
EC2021V,NL028C,1992,0,NL
EC2021V,NL029C,1992,0,NL
EC2021V,NL030C,1992,0,NL
EC2021V,NL031C,1992,0,NL
EC2021V,NL033C,1992,0,NL
EC2021V,NL034C,1992,0,NL
EC2021V,NL036C,1992,0,NL
EC2021V,NL037C,1992,0,NL
EC2021V,NL038C,1992,0,NL
EC2021V,NL039C,1992,0,NL
EC2021V,NL041C,1992,0,NL
EC2021V,NL042C,1992,0,NL
EC2021V,NL044C,1992,0,NL
EC2021V,NL045C,1992,0,NL
EC2021V,NL046C,1992,0,NL
EC2021V,NL047C,1992,0,NL
EC2021V,NO,1992,0,NO
EC2021V,NO001C,1992,0,NO
EC2021V,NO002C,1992,0,NO
EC2021V,NO003C,1992,0,NO
EC2021V,NO004C,1992,0,NO
EC2021V,PL,1992,0,PL
EC2021V,PL001C,1992,0,PL
EC2021V,PL002C,1992,28958,PL
EC2021V,PL003C,1992,0,PL
EC2021V,PL004C,1992,0,PL
EC2021V,PL005C,1992,0,PL
EC2021V,PL006C,1992,15081,PL
EC2021V,PL007C,1992,0,PL
EC2021V,PL008C,1992,0,PL
EC2021V,PL009C,1992,0,PL
EC2021V,PL010C,1992,0,PL
EC2021V,PL011C,1992,0,PL
EC2021V,PL012C,1992,0,PL
EC2021V,PL013C,1992,0,PL
EC2021V,PL014C,1992,0,PL
EC2021V,PL015C,1992,0,PL
EC2021V,PL016C,1992,0,PL
EC2021V,PL017C,1992,0,PL
EC2021V,PL018C,1992,0,PL
EC2021V,PL019C,1992,0,PL
EC2021V,PL020C,1992,0,PL
EC2021V,PL021C,1992,0,PL
EC2021V,PL022C,1992,0,PL
EC2021V,PL023C,1992,0,PL
EC2021V,PL024C,1992,0,PL
EC2021V,PL025C,1992,0,PL
EC2021V,PL026C,1992,0,PL
EC2021V,PL027C,1992,0,PL
EC2021V,PL028C,1992,0,PL
EC2021V,PL029C,1992,0,PL
EC2021V,PL030C,1992,0,PL
EC2021V,PL031C,1992,0,PL
EC2021V,PL032C,1992,0,PL
EC2021V,PL033C,1992,0,PL
EC2021V,PL034C,1992,0,PL
EC2021V,PL035C,1992,0,PL
EC2021V,PL036C,1992,0,PL
EC2021V,PL037C,1992,0,PL
EC2021V,PL038C,1992,0,PL
EC2021V,PL039C,1992,0,PL
EC2021V,PL040C,1992,0,PL
EC2021V,PL041C,1992,0,PL
EC2021V,PL042C,1992,0,PL
EC2021V,PL043C,1992,0,PL
EC2021V,PL044C,1992,0,PL
EC2021V,PL045C,1992,0,PL
EC2021V,PL046C,1992,0,PL
EC2021V,PL047C,1992,0,PL
EC2021V,PL048C,1992,0,PL
EC2021V,PL049C,1992,0,PL
EC2021V,PL050C,1992,0,PL
EC2021V,PL051C,1992,0,PL
EC2021V,PL052C,1992,0,PL
EC2021V,PL053C,1992,0,PL
EC2021V,PL054C,1992,0,PL
EC2021V,PL055C,1992,0,PL
EC2021V,PL056C,1992,0,PL
EC2021V,PL057C,1992,0,PL
EC2021V,PL058C,1992,0,PL
EC2021V,PL059C,1992,0,PL
EC2021V,PL060C,1992,0,PL
EC2021V,PL061C,1992,0,PL
EC2021V,PL062C,1992,0,PL
EC2021V,PL063C,1992,0,PL
EC2021V,PL064C,1992,0,PL
EC2021V,PL065C,1992,0,PL
EC2021V,PL066C,1992,0,PL
EC2021V,PL067C,1992,0,PL
EC2021V,PL068C,1992,0,PL
EC2021V,PT,1992,0,PT
EC2021V,PT001C,1992,0,PT
EC2021V,PT002C,1992,0,PT
EC2021V,PT003C,1992,0,PT
EC2021V,PT004C,1992,0,PT
EC2021V,PT005C,1992,0,PT
EC2021V,PT006C,1992,0,PT
EC2021V,PT007C,1992,0,PT
EC2021V,PT008C,1992,0,PT
EC2021V,PT009C,1992,0,PT
EC2021V,PT010C,1992,0,PT
EC2021V,PT011C,1992,0,PT
EC2021V,PT012C,1992,0,PT
EC2021V,PT013C,1992,0,PT
EC2021V,PT014C,1992,0,PT
EC2021V,PT015C,1992,0,PT
EC2021V,PT016C,1992,0,PT
EC2021V,RO,1992,0,RO
EC2021V,RO001C,1992,0,RO
EC2021V,RO002C,1992,0,RO
EC2021V,RO003C,1992,0,RO
EC2021V,RO004C,1992,0,RO
EC2021V,RO005C,1992,0,RO
EC2021V,RO006C,1992,0,RO
EC2021V,RO007C,1992,0,RO
EC2021V,RO008C,1992,0,RO
EC2021V,RO009C,1992,0,RO
EC2021V,RO010C,1992,0,RO
EC2021V,RO011C,1992,0,RO
EC2021V,RO012C,1992,0,RO
EC2021V,RO013C,1992,0,RO
EC2021V,RO014C,1992,0,RO
EC2021V,RO015C,1992,0,RO
EC2021V,RO016C,1992,0,RO
EC2021V,RO017C,1992,0,RO
EC2021V,RO018C,1992,0,RO
EC2021V,RO019C,1992,0,RO
EC2021V,RO020C,1992,0,RO
EC2021V,RO021C,1992,0,RO
EC2021V,RO022C,1992,0,RO
EC2021V,RO023C,1992,0,RO
EC2021V,RO024C,1992,0,RO
EC2021V,RO025C,1992,0,RO
EC2021V,RO026C,1992,0,RO
EC2021V,RO027C,1992,0,RO
EC2021V,RO028C,1992,0,RO
EC2021V,RO029C,1992,0,RO
EC2021V,RO030C,1992,0,RO
EC2021V,RO031C,1992,0,RO
EC2021V,RO032C,1992,0,RO
EC2021V,RO033C,1992,0,RO
EC2021V,RO034C,1992,0,RO
EC2021V,RO035C,1992,0,RO
EC2021V,SE,1992,0,SE
EC2021V,SE001C,1992,0,SE
EC2021V,SE002C,1992,0,SE
EC2021V,SE003C,1992,0,SE
EC2021V,SE004C,1992,0,SE
EC2021V,SE005C,1992,0,SE
EC2021V,SE006C,1992,0,SE
EC2021V,SE007C,1992,0,SE
EC2021V,SE008C,1992,0,SE
EC2021V,SE010C,1992,0,SE
